amount,is_international,hour,is_night,high_amount_flag,category_code,device_type_code,channel_code,entry_mode_code,country_code,is_fraud
2051.37,1,14,0,0,0,1,0,1,2,0
928.09,0,1,1,0,4,0,0,2,0,0
2126.45,1,23,1,0,4,1,0,1,3,0
398.07,0,11,0,0,5,0,0,4,0,0
1489.17,1,9,0,0,1,0,1,2,3,0
3335.59,1,22,0,0,4,1,1,1,2,1
3457.91,1,3,1,0,0,0,0,0,3,0
1031.15,0,12,0,0,0,1,0,2,0,0
1332.81,0,17,0,0,3,0,0,1,0,0
923.0,0,15,0,0,1,0,0,1,0,0
1319.11,0,13,0,0,0,1,0,4,0,0
702.85,1,10,0,0,5,2,0,0,3,0
918.82,0,17,0,0,3,1,0,2,0,0
2332.15,0,14,0,0,0,1,0,4,0,0
1559.76,0,7,0,0,2,0,1,2,0,0
965.26,0,17,0,0,0,1,0,3,0,0
112.19,0,11,0,0,0,0,0,0,0,0
1257.75,1,7,0,0,4,0,0,3,4,0
1632.99,0,7,0,0,5,1,0,3,0,0
1699.23,1,2,1,0,0,1,0,0,4,0
2355.21,0,10,0,0,3,0,0,4,0,0
1281.51,0,19,0,0,1,0,1,1,0,0
10.0,0,21,0,0,4,0,0,0,0,0
1196.74,1,15,0,0,3,2,0,1,2,0
2244.99,0,11,0,0,3,1,1,3,0,0
2211.92,1,5,1,0,0,0,0,2,2,0
1078.39,0,17,0,0,0,2,0,4,0,0
1865.86,0,8,0,0,0,1,0,3,0,0
1012.96,0,16,0,0,0,0,0,1,0,0
2004.24,1,15,0,0,2,0,1,0,1,0
1211.09,0,9,0,0,1,0,0,3,0,0
2079.59,0,21,0,0,1,0,1,2,0,0
1101.76,0,0,1,0,4,1,0,3,0,0
2041.08,0,19,0,0,1,0,1,3,0,0
1732.84,1,8,0,0,2,1,0,3,3,0
1260.25,1,17,0,0,0,0,0,1,4,0
1953.07,1,13,0,0,1,0,0,3,3,0
2106.03,0,23,1,0,3,0,0,3,0,0
2017.53,0,12,0,0,4,1,1,4,0,0
8571.33,1,3,1,1,1,0,0,0,2,1
1057.73,0,6,1,0,3,0,1,4,0,0
1497.9,1,18,0,0,1,1,1,1,2,0
1533.95,0,21,0,0,0,1,1,2,0,0
1015.66,0,5,1,0,1,1,0,4,0,0
1156.34,1,4,1,0,4,0,1,0,3,0
1377.28,0,15,0,0,4,2,0,1,0,0
1737.71,0,19,0,0,2,0,0,0,0,0
475.62,0,4,1,0,3,0,0,3,0,0
1247.68,1,13,0,0,1,0,1,4,2,0
972.85,0,20,0,0,3,1,0,2,0,0
2146.01,0,20,0,0,3,0,0,2,0,0
1194.16,0,5,1,0,4,2,0,2,0,0
1600.36,1,21,0,0,2,1,0,4,3,0
3007.1,0,3,1,0,1,1,0,4,0,0
1742.54,1,4,1,0,0,2,0,1,1,0
1772.71,0,20,0,0,3,1,0,1,0,0
1425.75,0,18,0,0,3,0,0,0,0,0
2151.01,1,0,1,0,3,1,1,2,4,0
1454.41,0,17,0,0,0,2,0,1,0,0
715.9,1,16,0,0,1,0,0,4,2,1
1869.6,1,19,0,0,4,2,0,4,1,0
816.91,0,14,0,0,1,0,1,0,0,0
744.03,1,20,0,0,4,1,0,1,3,0
1378.37,0,15,0,0,1,1,0,0,0,0
587.24,1,20,0,0,0,0,1,2,3,0
1650.74,0,9,0,0,4,0,0,3,0,0
2376.45,1,2,1,0,4,0,0,0,3,0
1480.41,0,10,0,0,4,0,1,3,0,0
2433.12,0,23,1,0,1,2,0,0,0,0
1109.42,0,21,0,0,0,0,0,4,0,0
1398.47,1,16,0,0,0,0,0,0,2,0
2033.89,1,4,1,0,0,0,0,4,2,0
665.62,0,6,1,0,1,0,0,4,0,0
1393.31,1,21,0,0,0,0,0,0,2,0
727.36,1,13,0,0,3,1,1,1,3,0
1044.46,0,22,0,0,1,1,0,4,0,0
1566.38,1,4,1,0,3,1,0,1,3,0
1144.15,0,0,1,0,1,0,1,1,0,0
1436.05,1,20,0,0,2,0,0,4,1,0
2805.77,0,11,0,0,5,1,0,2,0,0
1881.65,1,5,1,0,4,0,0,1,1,0
2087.46,0,9,0,0,0,0,0,0,0,0
2159.99,0,20,0,0,1,1,0,2,0,0
2365.92,0,15,0,0,1,2,0,1,0,0
2509.08,1,6,1,0,2,0,1,1,2,0
1774.75,1,5,1,0,3,0,0,2,3,0
2456.61,0,11,0,0,3,0,1,0,0,0
1784.61,0,13,0,0,0,1,0,1,0,0
976.72,0,3,1,0,4,0,0,3,0,0
2382.78,0,8,0,0,5,0,1,3,0,0
1903.95,1,19,0,0,4,0,0,1,3,0
928.33,0,15,0,0,4,1,1,2,0,0
1938.51,0,18,0,0,1,1,1,3,0,0
1669.02,1,14,0,0,1,0,0,2,2,0
1866.1,0,10,0,0,0,0,0,2,0,0
1777.0,0,22,0,0,2,0,1,0,0,0
